family,L,PCR,order_churn,fill,cover_days,orders_per_year
Fixed order quantity (LN),7,0.11998636518577434,0.5902738960313024,1.0,3.41295612194665,55.10463378176382
Fixed order quantity (LN),28,0.03749573912055448,0.6707317073170732,1.0,13.886797676505692,14.185351270553065
Economic order quantity (LN),10,0.504374502897398,0.6952231793265466,1.0,0.08338201153738106,270.61285500747385
Economic order quantity (LN),100,0.4756277695716396,0.8641618497109826,1.0,0.5172873230300091,194.77578475336324
Economic order quantity (LN),1000,0.2948528576298148,0.9719101123595506,1.0,2.0191847654263135,98.75186846038864
Floating window (both),7,0.007726394727871832,0.288135593220339,1.0,0.5318607097381387,9.820627802690582
Floating window (both),14,0.007726394727871832,0.39080459770114945,1.0,3.9480429607484915,7.0926756352765326
Floating window (both),28,0.00795364163163277,0.5185185185185185,0.9914562306053977,7.5840739429190425,5.4559043348281016
Floating window (both),56,0.00795364163163277,0.6481481481481481,1.0,19.675217095286296,4.364723467862481
Fixed order quantity (LN),7,0.013407567321895238,0.3933333333333333,1.0,0.3148148148148177,12.548579970104633
Fixed order quantity (LN),28,0.008635382342915578,0.2733812949640288,1.0,10.116038310358176,10.911808669656203
Economic order quantity (LN),10,0.010112487217361663,0.2966666666666667,1.0,0.22046183833521804,12.548579970104633
Economic order quantity (LN),100,0.007499147824110896,0.2558139534883721,1.0,11.179799545859623,10.366218236173394
Economic order quantity (LN),1000,0.006476536757186684,0.5327102803738317,1.0,36.915394080826175,3.273542600896861
Floating window (both),7,0.014884672196341325,0.7318435754189944,1.0,2.0406889141018483,6.547085201793722
Floating window (both),14,0.010226110669242132,0.8490566037735849,1.0,4.394874965732386,3.819133034379671
Floating window (both),28,0.007044654016589024,0.8985507246376812,1.0,9.677681476358533,2.1823617339312404
Floating window (both),56,0.004658561527099194,0.9111111111111111,1.0,17.941021225014033,1.6367713004484306
Fixed order quantity (LN),7,0.03465515282354278,0.4670750382848392,1.0,4.514086240327609,23.460388639760836
Fixed order quantity (LN),28,0.018406999204635836,0.5110410094637224,1.0,6.920663220895608,9.820627802690582
Economic order quantity (LN),10,0.0413589364844904,0.46547314578005117,1.0,0.08742385911895773,31.09865470852018
Economic order quantity (LN),100,0.04215430064765367,0.6407599309153713,1.0,0.8079696393288548,22.91479820627803
Economic order quantity (LN),1000,0.029882967844563117,0.9195804195804196,1.0,3.1353619364606327,10.911808669656203
Floating window (both),7,0.019997727530962392,0.5569620253164557,1.0,2.3553831431260432,12.548579970104633
Floating window (both),14,0.013748437677536644,0.6875,1.0,5.312762474197451,7.0926756352765326
Floating window (both),28,0.010680604476764005,0.8392857142857143,1.0,13.34800880561163,3.819133034379671
Floating window (both),56,0.006476536757186684,0.7808219178082192,1.0,24.0916671322234,2.1823617339312404
Fixed order quantity (LN),7,0.050903306442449725,0.43410852713178294,1.0,5.4465837821592045,36.554559043348284
Fixed order quantity (LN),28,0.024201795250539712,0.5649867374005305,1.0,9.255253438362512,10.911808669656203
Economic order quantity (LN),10,0.0392000908987615,0.2863070539419087,1.0,0.1840267545896443,48.5575485799701
Economic order quantity (LN),100,0.047835473241677084,0.5871687587168759,1.0,1.7354748587672526,27.279521674140508
Economic order quantity (LN),1000,0.031246449267128735,0.9075907590759076,1.0,6.205909159364668,10.366218236173394
Floating window (both),7,0.006135666401545279,0.5,1.0,12.186449835215306,4.364723467862481
Floating window (both),14,0.005226678786501534,0.5897435897435898,1.0,2.8081653970140654,3.273542600896861
Floating window (both),28,0.0045449380752187254,0.9302325581395349,1.0,23.295298626435684,1.6367713004484306
Floating window (both),56,0.0028405862970117034,0.8620689655172413,1.0,33.715456476213525,1.0911808669656202
Fixed order quantity (LN),7,0.011135098284285877,0.5355191256830601,1.0,0.0,7.638266068759342
Fixed order quantity (LN),28,0.006817407112828087,0.37735849056603776,1.0,17.357753885497132,6.001494768310912
Economic order quantity (LN),10,0.008294511987274173,0.3989071038251366,1.0,0.5657462573825128,7.638266068759342
Economic order quantity (LN),100,0.006476536757186684,0.33727810650887574,1.0,4.566034994376394,7.0926756352765326
Economic order quantity (LN),1000,0.004204067719577321,0.47435897435897434,1.0,25.526040353760795,3.273542600896861
Floating window (both),7,0.006135666401545279,0.15126050420168066,1.0,0.6443697060288989,14.185351270553065
Floating window (both),14,0.005908419497784343,0.20233463035019456,1.0,2.4854260089686098,10.366218236173394
Floating window (both),28,0.006703783660947619,0.29207920792079206,1.0,6.713905076387199,8.183856502242152
Floating window (both),56,0.009203499602317918,0.5955882352941176,0.9970050997000783,22.473388406851583,5.4559043348281016
Fixed order quantity (LN),7,0.0156800363595046,0.31221719457013575,1.0,0.0,17.458893871449924
Fixed order quantity (LN),28,0.01215770935121009,0.37543859649122807,1.0,15.630617837568533,10.366218236173394
Economic order quantity (LN),10,0.005226678786501534,0.1036036036036036,1.0,0.5462464568287192,17.458893871449924
Economic order quantity (LN),100,0.010907851380524941,0.3380281690140845,1.0,13.039306303727562,10.366218236173394
Economic order quantity (LN),1000,0.005794796045903875,0.4857142857142857,1.0,52.4946090693345,3.819133034379671
Floating window (both),7,0.009885240313600727,0.44387755102040816,1.0,1.0747788146891286,8.183856502242152
Floating window (both),14,0.008408135439154642,0.43529411764705883,1.0,3.597523532501111,7.0926756352765326
Floating window (both),28,0.00852175889103511,0.6410256410256411,1.0,11.812534367972143,4.910313901345291
Floating window (both),56,0.006476536757186684,0.6333333333333333,1.0,22.899622041043493,3.819133034379671
Fixed order quantity (LN),7,0.014657425292580389,0.4690909090909091,1.0,0.0,11.457399103139014
Fixed order quantity (LN),28,0.008408135439154642,0.31223628691983124,1.0,11.150688805397289,8.729446935724962
Economic order quantity (LN),10,0.011816838995568686,0.37681159420289856,1.0,1.6232563082122746,11.457399103139014
Economic order quantity (LN),100,0.008067265083513237,0.3333333333333333,1.0,9.841737371455782,8.729446935724962
Economic order quantity (LN),1000,0.005113055334621066,0.4368932038834951,1.0,51.41337396036444,4.364723467862481
Floating window (both),7,0.004317691171457789,0.21839080459770116,1.0,0.49518066079068085,7.0926756352765326
Floating window (both),14,0.004090444267696853,0.24161073825503357,1.0,1.3712695221895779,6.001494768310912
Floating window (both),28,0.0045449380752187254,0.31746031746031744,1.0,7.772305504671416,5.4559043348281016
Floating window (both),56,0.004431314623338257,0.4020618556701031,0.9974588497113983,14.29146556104761,4.364723467862481
Fixed order quantity (LN),7,0.008067265083513237,0.31555555555555553,1.0,0.0,9.275037369207773
Fixed order quantity (LN),28,0.004658561527099194,0.18981481481481483,1.0,10.119066027524338,8.729446935724962
Economic order quantity (LN),10,0.003976820815816385,0.15555555555555556,1.0,0.8147336280409503,9.275037369207773
Economic order quantity (LN),100,0.00488580843086013,0.22631578947368422,1.0,16.49847581324162,7.638266068759342
Economic order quantity (LN),1000,0.004204067719577321,0.4868421052631579,1.0,59.472418352009264,2.1823617339312404
Floating window (both),7,0.0011362345188046814,0.3125,1.0,0.18410563029397112,1.0911808669656202
Floating window (both),14,0.000908987615043745,0.25,1.0,0.18410563029397112,1.0911808669656202
Floating window (both),28,0.000908987615043745,0.2962962962962963,1.0,1.1378923766816138,1.0911808669656202
Floating window (both),56,0.0,0.0,1.0,25.538412395040194,0.0
Fixed order quantity (LN),7,0.001931598681967958,0.3617021276595745,1.0,0.0,1.6367713004484306
Fixed order quantity (LN),28,0.00181797523008749,0.3404255319148936,1.0,0.0,1.6367713004484306
Economic order quantity (LN),10,0.0004544938075218725,0.0851063829787234,1.0,0.0,1.6367713004484306
Economic order quantity (LN),100,0.000795364163163277,0.14893617021276595,1.0,0.0014521898860430937,1.6367713004484306
Economic order quantity (LN),1000,0.000795364163163277,0.25925925925925924,1.0,19.16763078225493,1.0911808669656202
Floating window (both),7,0.001590728326326554,0.10852713178294573,1.0,0.3945120649156523,5.4559043348281016
Floating window (both),14,0.0014771048744460858,0.1262135922330097,1.0,2.2881699765107837,4.364723467862481
Floating window (both),28,0.001590728326326554,0.15555555555555556,1.0,3.7084134102071324,3.819133034379671
Floating window (both),56,0.0014771048744460858,0.16883116883116883,0.9939255716261035,6.2519222540485995,3.273542600896861
Fixed order quantity (LN),7,0.0029542097488921715,0.18309859154929578,1.0,14.0,6.001494768310912
Fixed order quantity (LN),28,0.0030678332007726397,0.19014084507042253,1.0,14.0,6.001494768310912
Economic order quantity (LN),10,0.00181797523008749,0.11267605633802817,1.0,0.0,6.001494768310912
Economic order quantity (LN),100,0.002613339393250767,0.17293233082706766,1.0,38.1901397678745,5.4559043348281016
Economic order quantity (LN),1000,0.0014771048744460858,0.2765957446808511,1.0,51.133450791855154,1.6367713004484306
Floating window (both),7,0.01954323372344052,0.8431372549019608,1.0,10.177577298353402,8.729446935724962
Floating window (both),14,0.012725826610612431,0.8235294117647058,1.0,14.448869339763021,5.4559043348281016
Floating window (both),28,0.008067265083513237,0.8658536585365854,1.0,19.695349970204955,3.273542600896861
Floating window (both),56,0.0054539256902624705,0.7619047619047619,1.0,30.752941398244495,2.7279521674140508
Fixed order quantity (LN),7,0.038745597091239634,0.44228274967574577,1.0,8.542013246102096,28.37070254110613
Fixed order quantity (LN),28,0.025338029769344392,0.554726368159204,1.0,11.335735219196266,12.548579970104633
Economic order quantity (LN),10,0.07135552778093399,0.6120857699805068,1.0,7.10984203284537,43.64723467862481
Economic order quantity (LN),100,0.07680945347119646,0.8164251207729468,1.0,7.344348000505869,37.6457399103139
Economic order quantity (LN),1000,0.052607658220656744,0.9025341130604289,1.0,8.390934925314587,21.278026905829595
Floating window (both),7,0.00181797523008749,0.1553398058252427,1.0,0.0,3.819133034379671
Floating window (both),14,0.0017043517782070218,0.15789473684210525,1.0,0.0,3.819133034379671
Floating window (both),28,0.0011362345188046814,0.11764705882352941,1.0,1.428129980625527,3.819133034379671
Floating window (both),56,0.0022724690376093627,0.2857142857142857,0.9862188287110969,7.666803702117184,2.7279521674140508
Fixed order quantity (LN),7,0.002499715941370299,0.2,1.0,14.00000000000001,3.819133034379671
Fixed order quantity (LN),28,0.002613339393250767,0.20909090909090908,1.0,14.00000000000001,3.819133034379671
Economic order quantity (LN),10,0.0027269628451312353,0.21818181818181817,1.0,0.0,3.819133034379671
Economic order quantity (LN),100,0.0014771048744460858,0.1262135922330097,1.0,8.570104024804344,3.819133034379671
Economic order quantity (LN),1000,0.0017043517782070218,0.32608695652173914,1.0,54.909886528137996,1.6367713004484306
Floating window (both),7,0.009317123054198387,0.43157894736842106,1.0,10.58445440956652,8.183856502242152
Floating window (both),14,0.008749005794796046,0.6062992125984252,1.0,14.088809855162108,5.4559043348281016
Floating window (both),28,0.005908419497784343,0.6842105263157895,1.0,22.2524873915301,3.273542600896861
Floating window (both),56,0.005113055334621066,0.7758620689655172,0.9956126782922076,30.69104127217115,2.1823617339312404
Fixed order quantity (LN),7,0.013521190773775707,0.4061433447098976,1.0,9.88619143343127,12.548579970104633
Fixed order quantity (LN),28,0.00795364163163277,0.26022304832713755,1.0,13.568243904953347,10.911808669656203
Economic order quantity (LN),10,0.010226110669242132,0.30716723549488056,1.0,9.53572886399224,12.548579970104633
Economic order quantity (LN),100,0.010794227928644472,0.39748953974895396,1.0,13.503102525432533,9.820627802690582
Economic order quantity (LN),1000,0.007726394727871832,0.5964912280701754,1.0,26.75166002827612,4.364723467862481
Floating window (both),7,0.007499147824110896,0.2222222222222222,1.0,0.6044222579462448,12.548579970104633
Floating window (both),14,0.006590160209067151,0.2510822510822511,1.0,2.3968468849592464,9.820627802690582
Floating window (both),28,0.007612771275991364,0.3806818181818182,0.9988514975554101,7.034715236726201,7.0926756352765326
Floating window (both),56,0.007726394727871832,0.5573770491803278,0.9914103986602334,26.355812757497628,5.4559043348281016
Fixed order quantity (LN),7,0.01454380184069992,0.32989690721649484,1.0,0.0,16.367713004484305
Fixed order quantity (LN),28,0.015111919100102261,0.4360655737704918,1.0,9.115266378994223,10.366218236173394
Economic order quantity (LN),10,0.006135666401545279,0.140625,1.0,0.21518722730723636,16.367713004484305
Economic order quantity (LN),100,0.008067265083513237,0.2689393939393939,1.0,16.728304842646768,10.366218236173394
Economic order quantity (LN),1000,0.0034087035564140437,0.35714285714285715,1.0,78.17816931947961,3.273542600896861
Floating window (both),7,0.016702647426428813,0.7424242424242424,1.0,0.3248922887540666,8.183856502242152
Floating window (both),14,0.01647540052266788,0.7712765957446809,1.0,0.8497182936644819,7.638266068759342
Floating window (both),28,0.013066696966253835,0.8273381294964028,1.0,6.223404196923995,6.001494768310912
Floating window (both),56,0.011248721736166345,0.9,1.0,15.77568171034615,4.910313901345291
Fixed order quantity (LN),7,0.015566412907624134,0.6199095022624435,1.0,3.4656101833627746,9.275037369207773
Fixed order quantity (LN),28,0.009089876150437451,0.37735849056603776,1.0,9.576223038370221,8.729446935724962
Economic order quantity (LN),10,0.01829337575275537,0.7285067873303167,1.0,0.0,9.275037369207773
Economic order quantity (LN),100,0.01874786956027724,0.746606334841629,1.0,0.3636840544744213,9.275037369207773
Economic order quantity (LN),1000,0.01647540052266788,0.7360406091370558,1.0,15.181388589799926,8.183856502242152
Floating window (both),7,0.006022042949664811,0.2994350282485876,1.0,0.3881145719710742,7.638266068759342
Floating window (both),14,0.005567549142142939,0.3888888888888889,1.0,4.6275198965781925,5.4559043348281016
Floating window (both),28,0.006362913305306216,0.49557522123893805,1.0,7.015917262554034,4.910313901345291
Floating window (both),56,0.0054539256902624705,0.47058823529411764,0.9996904039195318,15.454084223878693,4.364723467862481
Fixed order quantity (LN),7,0.007612771275991364,0.3116279069767442,1.0,13.999999999999996,9.275037369207773
Fixed order quantity (LN),28,0.008294511987274173,0.38219895287958117,1.0,15.644043146285252,7.638266068759342
Economic order quantity (LN),10,0.005794796045903875,0.2372093023255814,1.0,0.0,9.275037369207773
Economic order quantity (LN),100,0.00488580843086013,0.22994652406417113,1.0,8.457341790665904,7.638266068759342
Economic order quantity (LN),1000,0.002613339393250767,0.3484848484848485,1.0,65.3586480007874,2.7279521674140508
Floating window (both),7,0.00488580843086013,0.22164948453608246,1.0,0.5523168908819133,8.183856502242152
Floating window (both),14,0.004431314623338257,0.2484076433121019,1.0,2.9456900847035374,6.547085201793722
Floating window (both),28,0.004090444267696853,0.3333333333333333,1.0,8.3347511012559,4.364723467862481
Floating window (both),56,0.004772184978979662,0.5,0.9964665148701197,20.494686204586852,3.819133034379671
Fixed order quantity (LN),7,0.007726394727871832,0.3119266055045872,1.0,0.0,9.275037369207773
Fixed order quantity (LN),28,0.00727190092034996,0.30917874396135264,1.0,12.830991529646266,9.275037369207773
Economic order quantity (LN),10,0.004317691171457789,0.17272727272727273,1.0,0.32499040491360315,9.275037369207773
Economic order quantity (LN),100,0.003863197363935916,0.18888888888888888,1.0,11.040291294522936,7.638266068759342
Economic order quantity (LN),1000,0.0021588455857288946,0.34545454545454546,1.0,57.000550344007806,2.1823617339312404
Floating window (both),7,0.004204067719577321,0.19170984455958548,1.0,0.8122307218851667,7.638266068759342
Floating window (both),14,0.0034087035564140437,0.22900763358778625,1.0,3.7687505495471734,4.910313901345291
Floating window (both),28,0.005567549142142939,0.5444444444444444,1.0,11.822501492187774,3.273542600896861
Floating window (both),56,0.003863197363935916,0.5862068965517241,1.0,24.427894469206592,1.6367713004484306
Fixed order quantity (LN),7,0.0078400181797523,0.26436781609195403,1.0,0.0,10.366218236173394
Fixed order quantity (LN),28,0.008067265083513237,0.28063241106719367,1.0,6.854567836103044,8.729446935724962
Economic order quantity (LN),10,0.003749573912055448,0.12452830188679245,1.0,0.0,10.366218236173394
Economic order quantity (LN),100,0.007385524372230428,0.32663316582914576,1.0,3.892042482116375,8.183856502242152
Economic order quantity (LN),1000,0.002613339393250767,0.3333333333333333,1.0,27.376895017981003,2.7279521674140508
Floating window (both),7,0.0010226110669242132,0.07563025210084033,1.0,0.1472845042351769,4.910313901345291
Floating window (both),14,0.0017043517782070218,0.14150943396226415,1.0,1.6201295465869456,4.364723467862481
Floating window (both),28,0.0021588455857288946,0.23170731707317074,1.0,8.659553136960188,3.273542600896861
Floating window (both),56,0.0010226110669242132,0.12,1.0,13.99104938574141,3.273542600896861
Fixed order quantity (LN),7,0.003181456652653108,0.21705426356589147,1.0,14.0,5.4559043348281016
Fixed order quantity (LN),28,0.002613339393250767,0.17829457364341086,1.0,14.0,5.4559043348281016
Economic order quantity (LN),10,0.0011362345188046814,0.07751937984496124,1.0,0.0,5.4559043348281016
Economic order quantity (LN),100,0.00181797523008749,0.14285714285714285,1.0,9.096516742722757,4.364723467862481
Economic order quantity (LN),1000,0.0004544938075218725,0.10256410256410256,1.0,61.627925501835875,1.6367713004484306
Floating window (both),7,0.003181456652653108,0.21875,1.0,0.15780482596626094,5.4559043348281016
Floating window (both),14,0.0034087035564140437,0.25862068965517243,1.0,0.8942273471421452,4.910313901345291
Floating window (both),28,0.0032950801045335755,0.25,1.0,0.8942273471421452,4.910313901345291
Floating window (both),56,0.003863197363935916,0.3953488372093023,0.9780289286466181,18.115291610029683,3.819133034379671
Fixed order quantity (LN),7,0.003749573912055448,0.23404255319148937,1.0,13.999999999999998,6.001494768310912
Fixed order quantity (LN),28,0.003749573912055448,0.23404255319148937,1.0,13.999999999999998,6.001494768310912
Economic order quantity (LN),10,0.0034087035564140437,0.2127659574468085,1.0,0.46724712329443324,6.001494768310912
Economic order quantity (LN),100,0.0034087035564140437,0.23622047244094488,1.0,27.583428467280175,5.4559043348281016
Economic order quantity (LN),1000,0.0004544938075218725,0.07692307692307693,1.0,126.05090028742869,2.1823617339312404
Floating window (both),7,0.0027269628451312353,0.21818181818181817,1.0,0.4602640757349277,3.819133034379671
Floating window (both),14,0.0027269628451312353,0.23300970873786409,1.0,0.4602640757349277,3.819133034379671
Floating window (both),28,0.002386092489489831,0.3,1.0,6.191605689071162,2.7279521674140508
Floating window (both),56,0.002499715941370299,0.39285714285714285,1.0,9.4614664993487,2.1823617339312404
Fixed order quantity (LN),7,0.004772184978979662,0.328125,1.0,0.0,4.364723467862481
Fixed order quantity (LN),28,0.006022042949664811,0.41732283464566927,1.0,0.0,4.364723467862481
Economic order quantity (LN),10,0.002613339393250767,0.1796875,1.0,0.0,4.364723467862481
Economic order quantity (LN),100,0.0030678332007726397,0.25471698113207547,1.0,17.46936065723562,3.819133034379671
Economic order quantity (LN),1000,0.0021588455857288946,0.3275862068965517,1.0,50.55846606760257,2.1823617339312404
Floating window (both),7,0.024656289058061585,0.8097014925373134,1.0,2.642313365016462,11.457399103139014
Floating window (both),14,0.01704351778207022,0.8426966292134831,1.0,5.1186975155063585,7.638266068759342
Floating window (both),28,0.012725826610612431,0.9256198347107438,1.0,12.209739487509378,4.910313901345291
Floating window (both),56,0.008635382342915578,0.9382716049382716,1.0,28.43964087136662,3.819133034379671
Fixed order quantity (LN),7,0.031132825815248268,0.40773809523809523,1.0,2.6009192080210615,27.82511210762332
Fixed order quantity (LN),28,0.01954323372344052,0.450261780104712,1.0,8.784775710263212,12.548579970104633
Economic order quantity (LN),10,0.05772071355527781,0.6105769230769231,1.0,0.06370389329637019,34.91778774289985
Economic order quantity (LN),100,0.06317463924554027,0.7503373819163293,1.0,0.6161920592408276,31.64424514200299
Economic order quantity (LN),1000,0.04931257811612317,0.9434782608695652,1.0,4.510910510902675,18.550074738415546
Floating window (both),7,0.011703215543688217,0.7410071942446043,1.0,1.850142682429678,6.001494768310912
Floating window (both),14,0.010566981024883536,0.7322834645669292,1.0,2.9748607147710286,5.4559043348281016
Floating window (both),28,0.009317123054198387,0.8118811881188119,1.0,5.76657154504688,4.364723467862481
Floating window (both),56,0.00727190092034996,0.7619047619047619,1.0,20.46299650403056,4.364723467862481
Fixed order quantity (LN),7,0.013407567321895238,0.6210526315789474,1.0,3.69471395570052,8.183856502242152
Fixed order quantity (LN),28,0.008976252698556982,0.4340659340659341,1.0,8.685745345835034,7.638266068759342
Economic order quantity (LN),10,0.014430178388819452,0.6684210526315789,1.0,0.4040766408479413,8.183856502242152
Economic order quantity (LN),100,0.013066696966253835,0.6052631578947368,1.0,3.257666893203985,8.183856502242152
Economic order quantity (LN),1000,0.00965799340983979,0.625,1.0,33.62077744625897,6.001494768310912
Floating window (both),7,0.003181456652653108,0.19310344827586207,1.0,0.1004212528876206,6.001494768310912
Floating window (both),14,0.002499715941370299,0.16541353383458646,1.0,0.7531593966571545,5.4559043348281016
Floating window (both),28,0.0030678332007726397,0.3068181818181818,0.9989025675959501,9.478380308300382,3.819133034379671
Floating window (both),56,0.0034087035564140437,0.4166666666666667,0.9867489359350928,14.978846341055894,3.273542600896861
Fixed order quantity (LN),7,0.006590160209067151,0.36942675159235666,1.0,0.0,6.547085201793722
Fixed order quantity (LN),28,0.005908419497784343,0.3270440251572327,1.0,0.0,6.547085201793722
Economic order quantity (LN),10,0.002613339393250767,0.14285714285714285,1.0,0.6823034223475877,6.547085201793722
Economic order quantity (LN),100,0.00181797523008749,0.12030075187969924,1.0,17.938222340558227,5.4559043348281016
Economic order quantity (LN),1000,0.0028405862970117034,0.5,1.0,101.68976387238376,1.6367713004484306
Floating window (both),7,0.007726394727871832,0.1784776902887139,1.0,1.7902685428586156,15.276532137518684
Floating window (both),14,0.005794796045903875,0.1650485436893204,1.0,3.675764135869285,12.548579970104633
Floating window (both),28,0.008635382342915578,0.36363636363636365,0.9948871367693725,11.294547958955647,8.729446935724962
Floating window (both),56,0.0078400181797523,0.5348837209302325,1.0,29.074818447243455,5.4559043348281016
Fixed order quantity (LN),7,0.01988410407908192,0.32051282051282054,1.0,1.258620689655172,22.369207772795217
Fixed order quantity (LN),28,0.013293943870014771,0.319672131147541,1.0,12.795087882067918,13.094170403587444
Economic order quantity (LN),10,0.006817407112828087,0.11070110701107011,1.0,1.1545604960671152,21.823617339312406
Economic order quantity (LN),100,0.012498579706851495,0.34375,1.0,17.332783369038005,12.002989536621824
Economic order quantity (LN),1000,0.004999431882740598,0.41904761904761906,1.0,49.42866097756927,3.819133034379671
Floating window (both),7,0.006817407112828087,0.1834862385321101,1.0,0.8457352391629296,13.094170403587444
Floating window (both),14,0.006817407112828087,0.22641509433962265,1.0,2.364606689088191,10.911808669656203
Floating window (both),28,0.008635382342915578,0.4367816091954023,0.9889973268744445,8.322103519529598,7.0926756352765326
Floating window (both),56,0.008976252698556982,0.5683453237410072,0.991994527354976,18.579147753344323,6.001494768310912
Fixed order quantity (LN),7,0.01942961027156005,0.33794466403162055,1.0,0.0,20.186846038863976
Fixed order quantity (LN),28,0.010907851380524941,0.2953846153846154,1.0,12.595057922272058,11.457399103139014
Economic order quantity (LN),10,0.008976252698556982,0.15831663326653306,1.0,2.3443436028712084,19.641255605381165
Economic order quantity (LN),100,0.010794227928644472,0.30844155844155846,1.0,19.983937428421797,12.002989536621824
Economic order quantity (LN),1000,0.005908419497784343,0.47706422018348627,1.0,44.750253032500275,3.819133034379671
Floating window (both),7,0.017270764685831157,0.4245810055865922,1.0,1.3428076918754286,15.276532137518684
Floating window (both),14,0.01579365981138507,0.47278911564625853,1.0,3.593602841183677,12.548579970104633
Floating window (both),28,0.01215770935121009,0.5977653631284916,1.0,10.967544773645717,7.638266068759342
Floating window (both),56,0.010680604476764005,0.7966101694915254,1.0,29.948545184789065,5.4559043348281016
Fixed order quantity (LN),7,0.02726962845131235,0.39279869067103107,1.0,3.559144498016303,24.55156950672646
Fixed order quantity (LN),28,0.011703215543688217,0.30930930930930933,1.0,11.553165424772661,12.548579970104633
Economic order quantity (LN),10,0.021815702761049882,0.31475409836065577,1.0,1.7289221035824471,25.097159940209266
Economic order quantity (LN),100,0.01806612884899443,0.4608695652173913,1.0,10.997042140137475,14.185351270553065
Economic order quantity (LN),1000,0.011475968639927281,0.63125,1.0,31.670795238829758,6.001494768310912
Floating window (both),7,0.004999431882740598,0.1506849315068493,1.0,0.7762291439421484,12.002989536621824
Floating window (both),14,0.00488580843086013,0.16165413533834586,1.0,1.642023189108391,10.911808669656203
Floating window (both),28,0.006476536757186684,0.3584905660377358,0.9903132128564001,9.850939471191046,6.547085201793722
Floating window (both),56,0.006362913305306216,0.42105263157894735,1.0,16.433484129063245,4.910313901345291
Fixed order quantity (LN),7,0.0078400181797523,0.19382022471910113,1.0,13.999999999999996,14.730941704035875
Fixed order quantity (LN),28,0.010907851380524941,0.31475409836065577,1.0,14.747222558881717,11.457399103139014
Economic order quantity (LN),10,0.00488580843086013,0.12078651685393259,1.0,1.4715221153789586,14.730941704035875
Economic order quantity (LN),100,0.008180888535393706,0.2975206611570248,1.0,24.57671727717559,9.820627802690582
Economic order quantity (LN),1000,0.0034087035564140437,0.375,1.0,83.87349155690633,2.7279521674140508
Floating window (both),7,0.005681172594023407,0.27932960893854747,1.0,0.9454409566517191,7.638266068759342
Floating window (both),14,0.005567549142142939,0.2916666666666667,1.0,1.8429559043348283,7.0926756352765326
Floating window (both),28,0.004317691171457789,0.2676056338028169,0.9863034005310651,3.032277882440827,6.001494768310912
Floating window (both),56,0.004431314623338257,0.42857142857142855,0.9820867851549145,19.949164121820477,3.819133034379671
Fixed order quantity (LN),7,0.008180888535393706,0.36180904522613067,1.0,1.1736733931240657,8.183856502242152
Fixed order quantity (LN),28,0.006022042949664811,0.25980392156862747,1.0,10.849588938714511,8.183856502242152
Economic order quantity (LN),10,0.003976820815816385,0.16826923076923078,1.0,0.8524694510485914,8.729446935724962
Economic order quantity (LN),100,0.003976820815816385,0.20958083832335328,1.0,25.31826703823486,7.0926756352765326
Economic order quantity (LN),1000,0.004090444267696853,0.5070422535211268,0.996669461108165,62.66685300975945,2.1823617339312404
Floating window (both),7,0.005794796045903875,0.22466960352422907,1.0,0.4518956379942927,9.275037369207773
Floating window (both),14,0.006703783660947619,0.2757009345794392,1.0,1.4561081668704987,8.729446935724962
Floating window (both),28,0.004772184978979662,0.25766871165644173,1.0,4.459028089443082,6.547085201793722
Floating window (both),56,0.007044654016589024,0.6526315789473685,0.976800234792077,26.234228140033252,3.819133034379671
Fixed order quantity (LN),7,0.011248721736166345,0.3574007220216607,1.0,14.0,11.457399103139014
Fixed order quantity (LN),28,0.00965799340983979,0.3359683794466403,1.0,11.536485935589088,9.820627802690582
Economic order quantity (LN),10,0.007044654016589024,0.2222222222222222,1.0,0.0,11.457399103139014
Economic order quantity (LN),100,0.004772184978979662,0.1826086956521739,1.0,18.841008367178993,9.275037369207773
Economic order quantity (LN),1000,0.004431314623338257,0.4105263157894737,1.0,64.30570164311112,3.273542600896861
Floating window (both),7,0.03215543688217248,0.8039772727272727,1.0,0.8430099913460781,14.730941704035875
Floating window (both),14,0.024656289058061585,0.8443579766536965,1.0,3.3720399653843125,10.911808669656203
Floating window (both),28,0.019656857175320987,0.8737373737373737,1.0,9.07953722549004,8.729446935724962
Floating window (both),56,0.01704351778207022,0.9615384615384616,1.0,19.82178276506032,6.547085201793722
Fixed order quantity (LN),7,0.020452221338484265,0.4326923076923077,1.0,3.5510974746283095,17.458893871449924
Fixed order quantity (LN),28,0.00965799340983979,0.2537313432835821,1.0,15.081740225001985,13.094170403587444
Economic order quantity (LN),10,0.03647312805363027,0.7716346153846154,1.0,0.0,17.458893871449924
Economic order quantity (LN),100,0.03613225769798886,0.7644230769230769,1.0,0.002651111491704129,17.458893871449924
Economic order quantity (LN),1000,0.03147369617088967,0.7891737891737892,1.0,10.470159967788408,13.639760837070254
Floating window (both),7,0.04465401658902397,0.7401129943502824,1.0,2.0786266642602285,21.278026905829595
Floating window (both),14,0.03329167140097716,0.8207282913165266,1.0,4.276266503769315,14.730941704035875
Floating window (both),28,0.024769912509942052,0.872,1.0,10.72241974254097,9.820627802690582
Floating window (both),56,0.014884672196341325,0.8791946308724832,1.0,20.967494414328673,5.4559043348281016
Fixed order quantity (LN),7,0.04272241790705602,0.37751004016064255,1.0,3.2628219189493275,36.00896860986547
